"SubjID","AltID","P.sgp..H","P.sgp..M","P.sgp..L","EAP.sgp","MAP.sgp","P.cr..H","P.cr..M","P.cr..L","EAP.cr","MAP.cr","P.dt..H","P.dt..M","P.dt..L","EAP.dt","MAP.dt","P.eg..H","P.eg..M","P.eg..L","EAP.eg","MAP.eg","P.exp..H","P.exp..M","P.exp..L","EAP.exp","MAP.exp","P.ext..H","P.ext..M","P.ext..L","EAP.ext","MAP.ext","P.mod..H","P.mod..M","P.mod..L","EAP.mod","MAP.mod","P.rr..H","P.rr..M","P.rr..L","EAP.rr","MAP.rr","P.tab..H","P.tab..M","P.tab..L","EAP.tab","MAP.tab","P.vr..H","P.vr..M","P.vr..L","EAP.vr","MAP.vr","P.pic..H","P.pic..M","P.pic..L","EAP.pic","MAP.pic"
"S074","s02-03",0.001,0.107,0.892,0.109,"L",0.224,0.539,0.237,0.986,"M",0.111,0.236,0.653,0.457,"L",0.002,0.045,0.953,0.0489999999999999,"L",0,0.014,0.986,0.014,"L",0.712,0.281,0.007,1.706,"H",0.003,0.053,0.944,0.0589999999999999,"L",0.089,0.443,0.468,0.622,"L",0.48,0.368,0.152,1.328,"H",0.007,0.113,0.879,0.128,"L",0.003,0.076,0.922,0.081,"L"
"S088","s02-04",0.002,0.154,0.844,0.158,"L",0.456,0.465,0.079,1.378,"M",0.117,0.24,0.643,0.473,"L",0.002,0.052,0.946,0.056,"L",0,0.006,0.994,0.00600000000000001,"L",0.541,0.436,0.023,1.518,"H",0.005,0.067,0.927,0.0780000000000001,"L",0.09,0.443,0.467,0.624,"L",0.528,0.347,0.125,1.403,"H",0.017,0.163,0.82,0.197,"L",0.001,0.047,0.952,0.0489999999999999,"L"
"S082","s02-05",0.001,0.081,0.918,0.0820000000000001,"L",0.657,0.322,0.021,1.636,"H",0.107,0.234,0.659,0.448,"L",0.001,0.041,0.957,0.044,"L",0.001,0.026,0.973,0.028,"L",0.237,0.642,0.121,1.117,"M",0.005,0.065,0.93,0.0740000000000001,"L",0.02,0.26,0.72,0.3,"L",0.276,0.405,0.319,0.957,"M",0.007,0.122,0.871,0.137,"L",0.004,0.095,0.901,0.103,"L"
"S083","s02-06",0,0.002,0.998,0.002,"L",0.153,0.583,0.264,0.89,"M",0.098,0.227,0.675,0.422,"L",0.001,0.03,0.969,0.0309999999999999,"L",0.001,0.027,0.972,0.0289999999999999,"L",0.009,0.337,0.655,0.354,"L",0.001,0.036,0.963,0.038,"L",0.089,0.443,0.467,0.622,"L",0.01,0.125,0.866,0.144,"L",0.008,0.132,0.86,0.148,"L",0.005,0.118,0.877,0.128,"L"
"S086","s02-07",0.343,0.588,0.07,1.273,"M",0.956,0.042,0.002,1.954,"H",0.241,0.312,0.446,0.795,"L",0.563,0.327,0.11,1.452,"H",0.001,0.023,0.976,0.0249999999999999,"L",0.972,0.028,0,1.972,"H",0.141,0.36,0.499,0.642,"L",0.035,0.273,0.692,0.343,"L",0.471,0.366,0.164,1.307,"H",0.284,0.374,0.342,0.942,"M",0.013,0.15,0.837,0.175,"L"
"S087","s02-08",0.005,0.283,0.712,0.293,"L",0.727,0.256,0.016,1.711,"H",0.133,0.251,0.616,0.516,"L",0.004,0.071,0.926,0.0780000000000001,"L",0.001,0.017,0.982,0.018,"L",0.7,0.291,0.009,1.692,"H",0.014,0.112,0.874,0.14,"L",0.278,0.516,0.206,1.072,"M",0.014,0.145,0.841,0.173,"L",0.016,0.135,0.85,0.166,"L",0.005,0.103,0.891,0.114,"L"
"S080","s02-09",0,0.002,0.998,0.002,"L",0.154,0.582,0.264,0.89,"M",0.098,0.227,0.675,0.423,"L",0.001,0.03,0.969,0.0309999999999999,"L",0,0.005,0.995,0.00499999999999989,"L",0.177,0.691,0.133,1.044,"M",0.004,0.065,0.931,0.073,"L",0.02,0.259,0.721,0.299,"L",0.013,0.144,0.843,0.17,"L",0.01,0.156,0.835,0.175,"L",0.001,0.043,0.956,0.044,"L"
"S078","s02-10",0.004,0.198,0.798,0.206,"L",0.482,0.444,0.074,1.407,"H",0.122,0.244,0.634,0.488,"L",0.003,0.059,0.938,0.0640000000000001,"L",0,0.015,0.984,0.016,"L",0.571,0.408,0.021,1.55,"H",0.004,0.061,0.935,0.069,"L",0.274,0.518,0.208,1.066,"M",0.071,0.285,0.644,0.427,"L",0.006,0.086,0.909,0.097,"L",0.008,0.124,0.868,0.14,"L"
"S085","s02-12",0.012,0.345,0.643,0.369,"L",0.751,0.234,0.015,1.736,"H",0.142,0.257,0.601,0.54,"L",0.005,0.082,0.913,0.0920000000000001,"L",0,0.01,0.99,0.0109999999999999,"L",0.761,0.232,0.006,1.755,"H",0.038,0.177,0.785,0.253,"L",0.02,0.26,0.72,0.301,"L",0.401,0.387,0.212,1.19,"H",0.012,0.131,0.857,0.154,"L",0.034,0.234,0.732,0.302,"L"
"S084","s02-13",0,0.049,0.951,0.0489999999999999,"L",0.397,0.515,0.088,1.308,"M",0.103,0.231,0.666,0.438,"L",0.001,0.037,0.962,0.0389999999999999,"L",0,0.014,0.986,0.0149999999999999,"L",0.758,0.237,0.005,1.754,"H",0.001,0.033,0.966,0.036,"L",0.271,0.52,0.209,1.062,"M",0.042,0.235,0.723,0.319,"L",0.002,0.067,0.93,0.0720000000000001,"L",0.092,0.362,0.546,0.546,"L"
"S076","s02-14",0.002,0.078,0.919,0.083,"L",0.206,0.55,0.244,0.962,"M",0.107,0.234,0.659,0.449,"L",0.037,0.196,0.767,0.27,"L",0,0.007,0.993,0.0069999999999999,"L",0.392,0.557,0.051,1.341,"M",0.004,0.061,0.935,0.069,"L",0.545,0.394,0.06,1.485,"H",0.242,0.4,0.358,0.885,"M",0.01,0.123,0.867,0.144,"L",0.003,0.086,0.911,0.0920000000000001,"L"
"S081","s02-15",0.001,0.066,0.933,0.0669999999999999,"L",0.196,0.556,0.248,0.949,"M",0.106,0.233,0.662,0.444,"L",0.001,0.039,0.959,0.042,"L",0,0.015,0.985,0.0149999999999999,"L",0.864,0.134,0.001,1.863,"H",0.009,0.086,0.905,0.104,"L",0.091,0.443,0.466,0.625,"L",0.037,0.225,0.737,0.3,"L",0.025,0.206,0.769,0.255,"L",0.002,0.063,0.936,0.0660000000000001,"L"
"S077","s02-16",0.064,0.453,0.483,0.582,"L",0.661,0.294,0.046,1.615,"H",0.166,0.271,0.563,0.603,"L",0.046,0.216,0.738,0.308,"L",0,0.014,0.985,0.0149999999999999,"L",0.57,0.39,0.04,1.53,"H",0.032,0.178,0.79,0.242,"L",0.022,0.262,0.716,0.306,"L",0.127,0.343,0.53,0.596,"L",0.04,0.212,0.748,0.292,"L",0.005,0.09,0.906,0.099,"L"
