"SubjID","AltID","P.sgp..H","P.sgp..M","P.sgp..L","EAP.sgp","MAP.sgp","P.cr..H","P.cr..M","P.cr..L","EAP.cr","MAP.cr","P.dt..H","P.dt..M","P.dt..L","EAP.dt","MAP.dt","P.eg..H","P.eg..M","P.eg..L","EAP.eg","MAP.eg","P.exp..H","P.exp..M","P.exp..L","EAP.exp","MAP.exp","P.ext..H","P.ext..M","P.ext..L","EAP.ext","MAP.ext","P.mod..H","P.mod..M","P.mod..L","EAP.mod","MAP.mod","P.rr..H","P.rr..M","P.rr..L","EAP.rr","MAP.rr","P.tab..H","P.tab..M","P.tab..L","EAP.tab","MAP.tab","P.vr..H","P.vr..M","P.vr..L","EAP.vr","MAP.vr","P.pic..H","P.pic..M","P.pic..L","EAP.pic","MAP.pic"
"S194","s08-04",0,0.002,0.998,0.002,"L",0.153,0.583,0.264,0.89,"M",0.098,0.227,0.675,0.422,"L",0.001,0.03,0.969,0.0309999999999999,"L",0,0.012,0.988,0.012,"L",0.015,0.404,0.581,0.433,"L",0,0.021,0.978,0.022,"L",0.02,0.259,0.721,0.298,"L",0.008,0.116,0.876,0.132,"L",0.002,0.078,0.92,0.0820000000000001,"L",0.006,0.112,0.881,0.125,"L"
"S195","s08-05",0,0.008,0.992,0.00800000000000001,"L",0.158,0.58,0.262,0.896,"M",0.098,0.228,0.674,0.425,"L",0.001,0.031,0.968,0.032,"L",0.001,0.031,0.968,0.0329999999999999,"L",0.024,0.469,0.507,0.517,"L",0,0.016,0.984,0.016,"L",0.02,0.26,0.72,0.3,"L",0.003,0.068,0.929,0.073,"L",0.011,0.16,0.83,0.181,"L",0.006,0.111,0.883,0.123,"L"
"S202","s08-06",0.001,0.148,0.85,0.151,"L",0.848,0.149,0.004,1.844,"H",0.116,0.239,0.645,0.471,"L",0.002,0.051,0.947,0.0549999999999999,"L",0,0.014,0.986,0.014,"L",0.565,0.413,0.022,1.544,"H",0.009,0.09,0.9,0.109,"L",0.272,0.52,0.209,1.063,"M",0.115,0.341,0.544,0.571,"L",0.002,0.064,0.933,0.069,"L",0.007,0.108,0.885,0.121,"L"
"S199","s08-07",0,0.012,0.988,0.012,"L",0.376,0.532,0.092,1.285,"M",0.099,0.228,0.673,0.426,"L",0.001,0.032,0.968,0.0329999999999999,"L",0.001,0.027,0.972,0.0289999999999999,"L",0.395,0.56,0.045,1.349,"M",0.003,0.052,0.946,0.0569999999999999,"L",0.02,0.26,0.72,0.299,"L",0.048,0.253,0.698,0.35,"L",0.006,0.125,0.869,0.138,"L",0.004,0.088,0.909,0.095,"L"
"S204","s08-08",0,0.051,0.949,0.052,"L",0.647,0.332,0.022,1.625,"H",0.104,0.231,0.665,0.439,"L",0.031,0.188,0.781,0.249,"L",0.001,0.031,0.968,0.0329999999999999,"L",0.147,0.662,0.191,0.956,"M",0,0.021,0.979,0.022,"L",0.02,0.259,0.721,0.299,"L",0.005,0.094,0.901,0.104,"L",0.002,0.07,0.928,0.073,"L",0.036,0.238,0.726,0.31,"L"
"S203","s08-09",0,0.024,0.976,0.024,"L",0.168,0.573,0.258,0.91,"M",0.1,0.229,0.671,0.43,"L",0.001,0.033,0.966,0.0349999999999999,"L",0.004,0.063,0.933,0.071,"L",0.085,0.636,0.279,0.806,"M",0.001,0.023,0.976,0.0249999999999999,"L",0.022,0.261,0.718,0.304,"L",0.002,0.059,0.939,0.0629999999999999,"L",0.023,0.217,0.76,0.263,"L",0.02,0.191,0.789,0.232,"L"
"S200","s08-10",0.007,0.254,0.739,0.268,"L",0.515,0.416,0.069,1.445,"H",0.13,0.249,0.622,0.508,"L",0.004,0.068,0.929,0.075,"L",0.001,0.019,0.981,0.02,"L",0.692,0.298,0.01,1.682,"H",0.009,0.094,0.897,0.113,"L",0.551,0.389,0.059,1.492,"H",0.058,0.267,0.676,0.382,"L",0.02,0.148,0.833,0.187,"L",0.011,0.126,0.864,0.147,"L"
"S196","s08-11",0.003,0.132,0.865,0.138,"L",0.242,0.527,0.231,1.011,"M",0.114,0.238,0.648,0.466,"L",0.002,0.049,0.949,0.0529999999999999,"L",0,0.013,0.987,0.0129999999999999,"L",0.651,0.338,0.012,1.639,"H",0.006,0.07,0.924,0.081,"L",0.09,0.443,0.467,0.622,"L",0.047,0.247,0.706,0.341,"L",0.009,0.128,0.863,0.147,"L",0.007,0.103,0.89,0.117,"L"
"S208","s09-01",0.305,0.588,0.107,1.199,"M",0.932,0.062,0.006,1.926,"H",0.233,0.308,0.458,0.775,"L",0.483,0.341,0.175,1.308,"H",0.001,0.02,0.978,0.0229999999999999,"L",0.935,0.063,0.003,1.932,"H",0.056,0.252,0.692,0.364,"L",0.203,0.428,0.369,0.834,"M",0.684,0.242,0.075,1.609,"H",0.016,0.129,0.856,0.16,"L",0.197,0.358,0.446,0.751,"L"
"S209","s09-02",0.061,0.318,0.621,0.44,"L",0.414,0.417,0.169,1.245,"M",0.149,0.26,0.591,0.558,"L",0.114,0.277,0.61,0.504,"L",0,0.007,0.993,0.0069999999999999,"L",0.707,0.282,0.011,1.696,"H",0.019,0.132,0.849,0.17,"L",0.104,0.442,0.454,0.65,"L",0.065,0.269,0.666,0.399,"L",0.123,0.333,0.545,0.578,"L",0.051,0.229,0.72,0.332,"L"
"S216","s09-03",0.948,0.052,0,1.947,"H",0.998,0.002,0,1.998,"H",0.304,0.335,0.362,0.942,"L",0.797,0.186,0.017,1.78,"H",0.015,0.106,0.879,0.137,"L",1,0,0,2,"H",0.366,0.45,0.184,1.182,"M",0.418,0.428,0.154,1.264,"M",0.714,0.243,0.043,1.671,"H",0.323,0.371,0.306,1.017,"M",0.713,0.248,0.039,1.675,"H"
"S214","s09-04",0.001,0.058,0.941,0.0600000000000001,"L",0.402,0.51,0.087,1.315,"M",0.105,0.232,0.663,0.441,"L",0.001,0.038,0.961,0.0409999999999999,"L",0.004,0.056,0.94,0.0629999999999999,"L",0.279,0.633,0.088,1.192,"M",0.005,0.069,0.926,0.079,"L",0.022,0.261,0.716,0.306,"L",0.009,0.118,0.873,0.135,"L",0.039,0.268,0.693,0.346,"L",0.053,0.28,0.667,0.386,"L"
"S218","s09-05",0.049,0.457,0.494,0.555,"L",0.803,0.186,0.011,1.792,"H",0.163,0.27,0.567,0.596,"L",0.306,0.359,0.335,0.971,"M",0.001,0.019,0.981,0.02,"L",0.505,0.433,0.062,1.444,"H",0.003,0.057,0.941,0.0620000000000001,"L",0.552,0.389,0.059,1.492,"H",0.053,0.259,0.688,0.366,"L",0.01,0.102,0.887,0.123,"L",0.107,0.327,0.566,0.542,"L"
"S217","s09-06",0.027,0.43,0.543,0.484,"L",0.786,0.202,0.013,1.773,"H",0.155,0.265,0.579,0.576,"L",0.008,0.099,0.893,0.114,"L",0,0.014,0.985,0.0149999999999999,"L",0.489,0.451,0.06,1.429,"H",0.023,0.157,0.82,0.204,"L",0.093,0.443,0.464,0.63,"L",0.021,0.177,0.803,0.218,"L",0.023,0.173,0.804,0.218,"L",0.021,0.176,0.802,0.219,"L"
"S223","s09-07",0,0.029,0.971,0.03,"L",0.172,0.571,0.257,0.915,"M",0.101,0.23,0.669,0.431,"L",0.001,0.034,0.965,0.036,"L",0.001,0.028,0.972,0.0289999999999999,"L",0.126,0.662,0.212,0.914,"M",0.001,0.031,0.968,0.0329999999999999,"L",0.02,0.26,0.72,0.3,"L",0.032,0.214,0.754,0.278,"L",0.009,0.145,0.846,0.163,"L",0.005,0.103,0.891,0.114,"L"
"S212","s09-08",0.001,0.068,0.931,0.0700000000000001,"L",0.198,0.555,0.247,0.951,"M",0.106,0.233,0.661,0.445,"L",0.001,0.04,0.959,0.042,"L",0.001,0.031,0.967,0.034,"L",0.354,0.588,0.059,1.295,"M",0.003,0.052,0.945,0.0580000000000001,"L",0.094,0.442,0.463,0.631,"L",0.004,0.079,0.917,0.0860000000000001,"L",0.039,0.256,0.706,0.333,"L",0.006,0.1,0.895,0.111,"L"
"S210","s09-09",0,0.036,0.964,0.036,"L",0.176,0.568,0.255,0.921,"M",0.102,0.23,0.668,0.434,"L",0.001,0.035,0.964,0.0369999999999999,"L",0,0.006,0.994,0.00600000000000001,"L",0.617,0.37,0.013,1.604,"H",0.003,0.051,0.946,0.056,"L",0.544,0.395,0.06,1.484,"H",0.039,0.232,0.73,0.309,"L",0.009,0.123,0.868,0.141,"L",0.004,0.086,0.911,0.093,"L"
"S220","s09-10",0.155,0.586,0.259,0.896,"M",0.886,0.108,0.006,1.88,"H",0.201,0.292,0.507,0.695,"L",0.429,0.355,0.216,1.213,"H",0,0.005,0.994,0.00600000000000001,"L",0.589,0.349,0.062,1.527,"H",0.001,0.047,0.952,0.0489999999999999,"L",0.093,0.443,0.464,0.629,"L",0.039,0.228,0.733,0.306,"L",0.012,0.122,0.866,0.146,"L",0.185,0.376,0.439,0.746,"L"
"S222","s09-11",0,0.008,0.992,0.00800000000000001,"L",0.374,0.534,0.092,1.282,"M",0.098,0.228,0.674,0.424,"L",0.001,0.031,0.968,0.032,"L",0,0.011,0.989,0.0109999999999999,"L",0.316,0.614,0.07,1.246,"M",0,0.011,0.989,0.0109999999999999,"L",0.271,0.52,0.209,1.062,"M",0.003,0.066,0.931,0.0720000000000001,"L",0.004,0.098,0.898,0.106,"L",0.026,0.199,0.775,0.251,"L"
"S211","s09-12",0.001,0.094,0.906,0.095,"L",0.422,0.494,0.084,1.338,"M",0.109,0.235,0.656,0.453,"L",0.002,0.043,0.955,0.046,"L",0,0.012,0.988,0.012,"L",0.826,0.172,0.002,1.824,"H",0.001,0.026,0.973,0.0269999999999999,"L",0.02,0.26,0.721,0.299,"L",0.073,0.293,0.634,0.439,"L",0.007,0.116,0.877,0.13,"L",0.005,0.09,0.905,0.1,"L"
"S221","s09-13",0.264,0.584,0.152,1.112,"M",0.859,0.126,0.016,1.843,"H",0.224,0.304,0.472,0.752,"L",0.116,0.328,0.557,0.559,"L",0.001,0.02,0.98,0.0209999999999999,"L",0.933,0.066,0.001,1.932,"H",0.021,0.177,0.801,0.22,"L",0.111,0.441,0.449,0.662,"L",0.368,0.393,0.239,1.128,"M",0.098,0.285,0.617,0.481,"L",0.143,0.347,0.511,0.632,"L"
"S215","s09-14",0.111,0.64,0.249,0.862,"M",0.948,0.051,0.001,1.947,"H",0.199,0.292,0.51,0.689,"L",0.2,0.379,0.42,0.78,"L",0,0.006,0.994,0.00600000000000001,"L",0.916,0.082,0.001,1.915,"H",0.007,0.104,0.888,0.119,"L",0.097,0.443,0.461,0.636,"L",0.202,0.391,0.407,0.795,"L",0.035,0.195,0.77,0.265,"L",0.143,0.362,0.495,0.648,"L"
"S219","s09-15",0.033,0.447,0.52,0.513,"L",0.638,0.313,0.049,1.588,"H",0.159,0.267,0.574,0.585,"L",0.008,0.104,0.888,0.12,"L",0,0.007,0.993,0.0069999999999999,"L",0.679,0.305,0.016,1.663,"H",0.022,0.154,0.824,0.199,"L",0.282,0.513,0.205,1.077,"M",0.018,0.163,0.819,0.198,"L",0.026,0.171,0.803,0.223,"L",0.021,0.174,0.805,0.217,"L"
"S213","s09-16",0,0.028,0.972,0.028,"L",0.385,0.525,0.09,1.295,"M",0.101,0.229,0.67,0.431,"L",0.001,0.034,0.965,0.036,"L",0,0.013,0.987,0.0129999999999999,"L",0.373,0.578,0.049,1.324,"M",0,0.012,0.988,0.012,"L",0.089,0.443,0.468,0.621,"L",0.008,0.113,0.879,0.129,"L",0.008,0.131,0.861,0.146,"L",0.004,0.092,0.903,0.101,"L"
